customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
1797600,none,18,current loans paid,car (new),1820,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,building society savings/life insurance,30,none,own,1,highly skilled,1,yes,yes,0,2.8903717578961645,7.506591780070841,3.4011973816621555
8978303,0 - 200 DM,12,current loans paid,furniture/equipment,983,>= 1000 DM,< 1 year,1,female-divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled-resident,1,none,yes,0,2.4849066497880004,6.890609120147166,2.9444389791664403
9199505,< 0 DM,36,current loans paid,car (new),3249,< 100 DM,4 - 7 years,2,male-single,none,4,unknown-none,39,bank,for free,1,highly skilled,2,yes,yes,0,3.58351893845611,8.0861025356691,3.6635616461296463
5334896,< 0 DM,6,critical account - other non-bank loans,radio/television,1957,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,4,car or other,31,none,own,1,skilled,1,none,yes,0,1.791759469228055,7.579167967396076,3.4339872044851463
5018277,none,9,critical account - other non-bank loans,furniture/equipment,2406,< 100 DM,unemployed,2,male-single,none,3,car or other,31,none,own,1,highly skilled,1,none,yes,0,2.1972245773362196,7.785720896534624,3.4339872044851463
9994482,0 - 200 DM,39,past payment delays,education,11760,100 - 500 DM,4 - 7 years,2,male-single,none,3,unknown-none,32,none,rent,1,skilled,1,yes,yes,0,3.6635616461296463,9.372459221452617,3.4657359027997265
2520877,< 0 DM,12,current loans paid,furniture/equipment,2578,< 100 DM,unemployed,3,female-divorced/separated/married,none,4,unknown-none,55,none,for free,1,highly skilled,1,none,yes,0,2.4849066497880004,7.8547691834991324,4.007333185232471
9506380,< 0 DM,36,critical account - other non-bank loans,furniture/equipment,2348,< 100 DM,1 - 4 years,3,male-married/widowed,none,2,building society savings/life insurance,46,none,own,2,skilled,1,yes,yes,0,3.58351893845611,7.761319180947987,3.828641396489095
7043482,0 - 200 DM,12,current loans paid,car (new),1223,< 100 DM,>= 7 years,1,male-divorced/separated,none,1,real estate,46,none,rent,2,skilled,1,none,yes,1,2.4849066497880004,7.109062135687172,3.828641396489095
1638879,none,24,critical account - other non-bank loans,radio/television,1516,>= 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,1,real estate,43,none,own,2,unskilled-resident,1,none,yes,0,3.1780538303479458,7.323830566202317,3.7612001156935624
5296104,none,18,current loans paid,radio/television,1473,< 100 DM,< 1 year,3,male-married/widowed,none,4,real estate,39,none,own,1,skilled,1,yes,yes,0,2.8903717578961645,7.29505641646263,3.6635616461296463
7379526,0 - 200 DM,18,critical account - other non-bank loans,business,1887,unknown/none,1 - 4 years,4,male-married/widowed,none,4,real estate,28,bank,own,2,skilled,1,none,yes,0,2.8903717578961645,7.54274354536855,3.332204510175204
3276838,none,24,past payment delays,business,8648,< 100 DM,< 1 year,2,male-single,none,2,car or other,27,bank,own,2,skilled,1,yes,yes,1,3.1780538303479458,9.065083359319043,3.295836866004329
8629007,none,14,past payment delays,car (new),802,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,27,none,own,2,unskilled-resident,1,none,yes,0,2.6390573296152584,6.687108607866515,3.295836866004329
6989363,0 - 200 DM,18,past payment delays,car (new),2899,unknown/none,>= 7 years,4,male-single,none,4,car or other,43,none,own,1,skilled,2,none,yes,0,2.8903717578961645,7.972121128921655,3.7612001156935624
3486169,0 - 200 DM,24,current loans paid,radio/television,2039,< 100 DM,< 1 year,1,male-married/widowed,none,1,building society savings/life insurance,22,none,own,1,skilled,1,yes,yes,1,3.1780538303479458,7.620214770574455,3.091042453358316
5914287,none,24,critical account - other non-bank loans,car (used),2197,unknown/none,4 - 7 years,4,male-single,none,4,car or other,43,none,own,2,skilled,2,yes,yes,0,3.1780538303479458,7.69484807238461,3.7612001156935624
2842414,< 0 DM,15,current loans paid,radio/television,1053,< 100 DM,< 1 year,4,male-married/widowed,none,2,real estate,27,none,own,1,skilled,1,none,no,0,2.70805020110221,6.959398512133975,3.295836866004329
6610185,none,24,current loans paid,radio/television,3235,500 - 1000 DM,>= 7 years,3,male-divorced/separated,none,2,car or other,26,none,own,1,highly skilled,1,yes,yes,0,3.1780538303479458,8.081784206935001,3.258096538021482
7974174,> 200 DM or salary assignment,12,critical account - other non-bank loans,car (new),939,500 - 1000 DM,4 - 7 years,4,male-married/widowed,none,2,real estate,28,none,own,3,skilled,1,yes,yes,1,2.4849066497880004,6.844815479208263,3.332204510175204
6076228,0 - 200 DM,24,current loans paid,radio/television,1967,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,car or other,20,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.584264818389059,2.995732273553991
2636238,none,33,critical account - other non-bank loans,car (used),7253,< 100 DM,4 - 7 years,3,male-single,none,2,car or other,35,none,own,2,highly skilled,1,yes,yes,0,3.4965075614664802,8.889170455363413,3.5553480614894135
3698559,none,12,critical account - other non-bank loans,business,2292,< 100 DM,unemployed,4,male-single,none,2,car or other,42,stores,own,2,highly skilled,1,yes,yes,1,2.4849066497880004,7.73718007783463,3.7376696182833684
1480210,none,10,current loans paid,car (new),1597,500 - 1000 DM,1 - 4 years,3,male-single,none,2,unknown-none,40,none,rent,1,unskilled-resident,2,none,no,0,2.302585092994046,7.3758821482150125,3.6888794541139363
8545813,< 0 DM,24,current loans paid,car (new),1381,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,35,none,own,1,skilled,1,none,yes,1,3.1780538303479458,7.2305631534092925,3.5553480614894135
8778324,none,36,critical account - other non-bank loans,car (used),5842,< 100 DM,>= 7 years,2,male-single,none,2,building society savings/life insurance,35,none,own,2,skilled,2,yes,yes,0,3.58351893845611,8.672828482947686,3.5553480614894135
4645046,< 0 DM,12,current loans paid,car (new),2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1,2.4849066497880004,7.8551570058813445,3.4965075614664802
8672645,< 0 DM,18,past payment delays,education,8471,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,23,none,rent,2,skilled,1,yes,yes,0,2.8903717578961645,9.044403844431551,3.1354942159291497
6875256,none,21,current loans paid,car (new),2782,500 - 1000 DM,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,31,bank,own,1,highly skilled,1,none,yes,0,3.044522437723423,7.930925372483388,3.4339872044851463
9774597,0 - 200 DM,18,current loans paid,car (new),1042,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,33,none,own,1,skilled,1,none,yes,1,2.8903717578961645,6.948897222313312,3.4965075614664802
4501534,none,15,current loans paid,car (new),3186,>= 1000 DM,4 - 7 years,2,female-divorced/separated/married,none,3,car or other,20,none,rent,1,skilled,1,none,yes,0,2.70805020110221,8.066521490469993,2.995732273553991
2225902,0 - 200 DM,12,current loans paid,car (used),2028,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.614805364711073,3.4011973816621555
5678751,0 - 200 DM,12,critical account - other non-bank loans,car (new),958,< 100 DM,4 - 7 years,2,male-single,none,3,real estate,47,none,own,2,unskilled-resident,2,none,yes,0,2.4849066497880004,6.86484777797086,3.8501476017100584
5549074,none,21,past payment delays,furniture/equipment,1591,100 - 500 DM,4 - 7 years,4,male-single,none,3,real estate,34,none,own,2,highly skilled,1,none,yes,0,3.044522437723423,7.372118028337787,3.5263605246161616
4247210,0 - 200 DM,12,current loans paid,furniture/equipment,2762,unknown/none,>= 7 years,1,female-divorced/separated/married,none,2,building society savings/life insurance,25,bank,own,1,skilled,1,yes,yes,1,2.4849066497880004,7.923710333969238,3.2188758248682006
2450182,0 - 200 DM,18,current loans paid,car (used),2779,< 100 DM,1 - 4 years,1,male-married/widowed,none,3,car or other,21,none,rent,1,skilled,1,yes,yes,0,2.8903717578961645,7.929846429742503,3.044522437723423
9966032,none,28,critical account - other non-bank loans,radio/television,2743,< 100 DM,>= 7 years,4,male-single,none,2,car or other,29,none,own,2,skilled,1,none,yes,0,3.332204510175204,7.916807490937603,3.367295829986474
3797662,none,18,critical account - other non-bank loans,radio/television,1149,>= 1000 DM,1 - 4 years,4,male-single,none,3,real estate,46,none,own,2,skilled,1,none,yes,0,2.8903717578961645,7.046647277848756,3.828641396489095
7318192,none,9,current loans paid,furniture/equipment,1313,< 100 DM,>= 7 years,1,male-single,none,4,car or other,20,none,own,1,skilled,1,none,yes,0,2.1972245773362196,7.180069874302796,2.995732273553991
8969170,< 0 DM,18,critical account - other non-bank loans,repairs,1190,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,unknown-none,55,none,for free,3,unemployed-unskilled-non-resident,2,none,yes,1,2.8903717578961645,7.081708586105575,4.007333185232471
6376369,none,5,current loans paid,business,3448,< 100 DM,4 - 7 years,1,male-single,none,4,real estate,74,none,own,1,unskilled-resident,1,none,yes,0,1.6094379124341003,8.145549631783584,4.30406509320417
7195551,0 - 200 DM,24,current loans paid,other,11328,< 100 DM,1 - 4 years,2,male-single,co-applicant,3,car or other,29,bank,own,2,highly skilled,1,yes,yes,1,3.1780538303479458,9.3350328159335,3.367295829986474
9907330,< 0 DM,6,critical account - other non-bank loans,furniture/equipment,1872,< 100 DM,unemployed,4,male-single,none,4,unknown-none,36,none,for free,3,highly skilled,1,yes,yes,0,1.791759469228055,7.534762657037537,3.58351893845611
3653212,none,24,critical account - other non-bank loans,repairs,2058,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,33,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.629489916393995,3.4965075614664802
1329531,< 0 DM,9,current loans paid,furniture/equipment,2136,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,25,none,own,1,skilled,1,none,yes,0,2.1972245773362196,7.666690200080086,3.2188758248682006
1320796,0 - 200 DM,12,current loans paid,radio/television,1484,unknown/none,1 - 4 years,2,male-married/widowed,none,1,real estate,25,none,own,1,skilled,1,yes,yes,1,2.4849066497880004,7.302496423727326,3.2188758248682006
5337783,none,6,current loans paid,repairs,660,500 - 1000 DM,4 - 7 years,2,male-married/widowed,none,4,real estate,23,none,rent,1,unskilled-resident,1,none,yes,0,1.791759469228055,6.492239835020471,3.1354942159291497
8339835,none,24,critical account - other non-bank loans,car (new),1287,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,37,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.160069207596127,3.6109179126442243
9464784,< 0 DM,42,critical account - other non-bank loans,repairs,3394,< 100 DM,unemployed,4,male-single,co-applicant,4,car or other,65,none,own,2,unemployed-unskilled-non-resident,1,none,yes,0,3.7376696182833684,8.129764445794171,4.174387269895637
3252011,> 200 DM or salary assignment,12,all loans at bank paid,business,609,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,26,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1,2.4849066497880004,6.411818267709897,3.258096538021482
4946613,none,12,current loans paid,car (new),1884,< 100 DM,>= 7 years,4,male-single,none,4,car or other,39,none,own,1,highly skilled,1,yes,yes,0,2.4849066497880004,7.5411524551363085,3.6635616461296463
8418012,< 0 DM,12,current loans paid,furniture/equipment,1620,< 100 DM,1 - 4 years,2,female-divorced/separated/married,co-applicant,3,building society savings/life insurance,30,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.3901814282264295,3.4011973816621555
7819002,0 - 200 DM,20,past payment delays,other,2629,< 100 DM,1 - 4 years,2,male-single,none,3,car or other,29,bank,own,2,skilled,1,yes,yes,0,2.995732273553991,7.874358824729881,3.367295829986474
8650326,none,12,current loans paid,education,719,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1,2.4849066497880004,6.577861357721047,3.713572066704308
6493165,0 - 200 DM,48,critical account - other non-bank loans,furniture/equipment,5096,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,3,car or other,30,none,own,1,highly skilled,1,yes,yes,1,3.871201010907891,8.536211197252,3.4011973816621555
8221917,none,9,critical account - other non-bank loans,education,1244,unknown/none,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,41,none,rent,2,unskilled-resident,1,none,yes,0,2.1972245773362196,7.126087273299125,3.713572066704308
6793340,< 0 DM,36,current loans paid,car (new),1842,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,car or other,34,none,own,1,skilled,1,yes,yes,1,3.58351893845611,7.518607216815252,3.5263605246161616
5800337,0 - 200 DM,7,current loans paid,radio/television,2576,< 100 DM,1 - 4 years,2,male-single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes,0,1.9459101490553132,7.853993087224244,3.5553480614894135
3033374,> 200 DM or salary assignment,12,current loans paid,furniture/equipment,1424,unknown/none,>= 7 years,3,female-divorced/separated/married,none,4,real estate,55,none,own,1,highly skilled,1,yes,yes,0,2.4849066497880004,7.261225091971921,4.007333185232471
6260138,0 - 200 DM,15,past payment delays,repairs,1512,>= 1000 DM,1 - 4 years,3,male-married/widowed,none,3,building society savings/life insurance,61,stores,own,2,skilled,1,none,yes,1,2.70805020110221,7.321188556739478,4.110873864173311
5464982,none,36,critical account - other non-bank loans,car (used),11054,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,highly skilled,1,yes,yes,0,3.58351893845611,9.310547632393208,3.4011973816621555
1123635,none,6,current loans paid,radio/television,518,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,1,real estate,29,none,own,1,skilled,1,none,yes,0,1.791759469228055,6.249975242259483,3.367295829986474
7267566,none,12,no credit - paid,furniture/equipment,2759,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,34,none,own,2,skilled,1,none,yes,0,2.4849066497880004,7.922623574217286,3.5263605246161616
7836298,none,24,current loans paid,car (used),2670,< 100 DM,>= 7 years,4,male-single,none,4,car or other,35,none,own,1,highly skilled,1,yes,yes,0,3.1780538303479458,7.8898337513942955,3.5553480614894135
5804062,< 0 DM,24,current loans paid,car (new),4817,< 100 DM,4 - 7 years,2,male-single,co-applicant,3,building society savings/life insurance,31,none,own,1,skilled,1,yes,yes,1,3.1780538303479458,8.479906606630221,3.4339872044851463
9314182,none,24,current loans paid,car (used),2679,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,unknown-none,29,none,own,1,highly skilled,1,yes,yes,0,3.1780538303479458,7.893198869544609,3.367295829986474
1557803,< 0 DM,11,critical account - other non-bank loans,car (new),3905,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,0,2.3978952727983707,8.270013062273787,3.58351893845611
3608529,< 0 DM,12,current loans paid,car (used),3386,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,35,none,for free,1,skilled,1,yes,yes,1,2.4849066497880004,8.12740456269308,3.5553480614894135
8714298,< 0 DM,6,current loans paid,domestic appliances,343,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,27,none,own,1,skilled,1,none,yes,0,1.791759469228055,5.8377304471659395,3.295836866004329
2245784,none,18,current loans paid,radio/television,4594,< 100 DM,< 1 year,3,male-single,none,2,car or other,32,none,own,1,skilled,1,yes,yes,0,2.8903717578961645,8.432506383249043,3.4657359027997265
6049064,< 0 DM,36,current loans paid,furniture/equipment,3620,< 100 DM,1 - 4 years,1,male-single,guarantor,2,building society savings/life insurance,37,none,own,1,skilled,2,none,yes,0,3.58351893845611,8.194229304819817,3.6109179126442243
6641808,< 0 DM,15,current loans paid,car (new),1721,< 100 DM,< 1 year,2,male-single,none,3,real estate,36,none,own,1,skilled,1,none,yes,0,2.70805020110221,7.450660796211539,3.58351893845611
